id,name,species,gender,height,mass,hair_color,eye_color,skin_color,birth_year,homeworld,year_died,description,birth_year_num,is_human
445,fiv kenobi,human,female,1.97,67.8,brown,brown,fair,140.3ABY,kamino,180.5,A Human Female from Kamino.,-140.3,Human
446,rex cloud,gungan,male,1.85,64.4,,orange,brown,402.4BBY,bothawui,,A Gungan Male from Bothawui.,402.4,Non-Human
447,shaak rex,gungan,male,1.83,76.0,,orange,brown,203.6BBY,crait,264.0,A Gungan Male from Crait.,203.6,Non-Human
448,rey dark,jawa,male,,42.0,,yellow,brown,247.4BBY,dagobah,304.7,A Jawa Male from Dagobah.,247.4,Non-Human
450,rex solo,ewok,female,,20.3,white,black,brown,90.4BBY,bespin,170.3,A Ewok Female from Bespin.,90.4,Non-Human
451,chir dameron,jawa,male,1.06,40.3,,yellow,brown,112.1BBY,tatooine,134.7,A Jawa Male from Tatooine.,112.1,Non-Human
452,luma dark,mon calamari,male,1.8,74.8,,yellow,salmon,91.6ABY,kamino,,A Mon Calamari Male from Kamino.,-91.6,Non-Human
453,yora windu,twi'lek,female,1.68,60.6,,brown,red,308.2BBY,kashyyyk,,A Twi'lek Female from Kashyyyk.,308.2,Non-Human
454,dax tano,rodian,male,1.69,81.9,,black,blue-green,211.1BBY,mon cala,,A Rodian Male from Mon Cala.,211.1,Non-Human
455,jyn moon,twi'lek,male,1.79,,,yellow,green,328.9BBY,bothawui,,A Twi'lek Male from Bothawui.,328.9,Non-Human
456,sora windu,human,female,1.81,100.2,blond,grey,tan,25.1ABY,takodana,,A Human Female from Takodana.,-25.1,Human
457,rey sky,zabrak,male,,93.8,black,red,red,63.2BBY,endor,,A Zabrak Male from Endor.,63.2,Non-Human
458,poe erso,human,male,1.8,89.5,,brown,tan,unknown,tatooine,,A Human Male from Tatooine.,,Human
459,mace erso,ewok,male,0.74,18.0,white,black,brown,246.0BBY,geonosis,288.7,A Ewok Male from Geonosis.,246.0,Non-Human
460,plo tano,zabrak,male,1.83,82.2,,yellow,red,408.8BBY,bespin,481.8,A Zabrak Male from Bespin.,408.8,Non-Human
461,bail kenobi,ewok,male,0.9,,black,black,pink,209.7BBY,crait,253.8,A Ewok Male from Crait.,209.7,Non-Human
462,dax moon,jawa,male,1.24,28.0,,orange,brown,126.6BBY,endor,,A Jawa Male from Endor.,126.6,Non-Human
464,cass walker,gungan,female,1.72,58.4,,orange,brown,438.2BBY,mon cala,,A Gungan Female from Mon Cala.,438.2,Non-Human
465,toro solo,wookiee,female,2.13,103.2,grey,brown,brown,232.9ABY,naboo,,A Wookiee Female from Naboo.,-232.9,Non-Human
466,elow wind,zabrak,male,1.86,85.6,black,yellow,pale,238.7BBY,alderaan,,A Zabrak Male from Alderaan.,238.7,Non-Human
467,padm andor,jawa,male,0.94,44.0,,orange,brown,338.1BBY,jakku,,A Jawa Male from Jakku.,338.1,Non-Human
468,zen cloud,human,female,,78.0,black,brown,tan,317.2ABY,endor,,A Human Female from Endor.,-317.2,Human
469,echo wind,human,male,,100.2,black,blue,pale,410.3BBY,exegol,,A Human Male from Exegol.,410.3,Human
470,jyn vader,human,male,1.66,71.9,auburn,blue,tan,311.1ABY,jakku,,A Human Male from Jakku.,-311.1,Human
471,bodhi solo,human,female,1.78,48.0,,brown,pale,260.7ABY,rodia,,A Human Female from Rodia.,-260.7,Human
472,mace fett,wookiee,male,2.26,109.4,grey,brown,brown,31.9BBY,sullust,64.8,A Wookiee Male from Sullust.,31.9,Non-Human
473,saw koon,twi'lek,male,1.81,41.9,,blue,white,136.6BBY,takodana,,A Twi'lek Male from Takodana.,136.6,Non-Human
474,plo star,mon calamari,female,,76.4,,yellow,brown,313.7ABY,takodana,403.2,A Mon Calamari Female from Takodana.,-313.7,Non-Human
475,rex dameron,hutt,hermaphrodite,3.23,1127.0,,orange,brown,294.3BBY,exegol,320.6,A Hutt Hermaphrodite from Exegol.,294.3,Non-Human
476,plo andor,human,female,1.68,68.6,brown,brown,dark,204.2BBY,tatooine,,A Human Female from Tatooine.,204.2,Human
477,k-2 wind,mon calamari,male,,86.9,,yellow,brown,142.1BBY,bothawui,164.4,A Mon Calamari Male from Bothawui.,142.1,Non-Human
478,cass amidala,zabrak,male,1.65,76.6,,red,pale,368.5ABY,kamino,398.5,A Zabrak Male from Kamino.,-368.5,Non-Human
479,padm solo,ewok,male,0.91,,white,brown,brown,57.3ABY,bespin,,A Ewok Male from Bespin.,-57.3,Non-Human
480,kit storm,human,male,2.03,84.0,,brown,tan,451.1ABY,naboo,,A Human Male from Naboo.,-451.1,Human
481,bodhi star,human,male,1.73,76.6,,green,light,155.0BBY,alderaan,,A Human Male from Alderaan.,155.0,Human
482,fiv amidala,jawa,female,0.71,41.1,,orange,brown,54.6BBY,bothawui,,A Jawa Female from Bothawui.,54.6,Non-Human
483,baze storm,ewok,male,1.02,11.9,grey,black,brown,69.8ABY,takodana,,A Ewok Male from Takodana.,-69.8,Non-Human
484,fox windu,twi'lek,female,1.76,50.1,,blue,red,87.5BBY,endor,,A Twi'lek Female from Endor.,87.5,Non-Human
485,jax light,rodian,male,1.63,58.0,,black,green,257.6ABY,dagobah,280.8,A Rodian Male from Dagobah.,-257.6,Non-Human
486,kira sky,mon calamari,female,1.87,75.8,,blue,salmon,232.8BBY,takodana,294.2,A Mon Calamari Female from Takodana.,232.8,Non-Human
487,rey wind,mon calamari,male,1.79,59.8,,orange,brown,429.2BBY,jakku,,A Mon Calamari Male from Jakku.,429.2,Non-Human
488,finn koon,wookiee,male,2.11,98.4,brown,blue,brown,315.2BBY,bothawui,393.2,A Wookiee Male from Bothawui.,315.2,Non-Human
489,luma sky,ewok,female,0.93,14.7,white,black,brown,228.3BBY,bespin,,A Ewok Female from Bespin.,228.3,Non-Human
490,cass cody,human,male,1.87,70.3,brown,hazel,fair,322.4BBY,mon cala,409.3,A Human Male from Mon Cala.,322.4,Human
491,dax vader,hutt,hermaphrodite,3.9,,,yellow,tan,84.2BBY,tatooine,109.3,A Hutt Hermaphrodite from Tatooine.,84.2,Non-Human
492,rey wind,gungan,female,1.91,73.6,,yellow,orange,342.0ABY,hoth,413.2,A Gungan Female from Hoth.,-342.0,Non-Human
493,voolv tano,human,female,1.55,72.3,,blue,fair,62.9BBY,alderaan,,A Human Female from Alderaan.,62.9,Human
494,shaak walker,rodian,male,1.54,82.1,,black,green,21.0BBY,alderaan,,A Rodian Male from Alderaan.,21.0,Non-Human
495,voolv kenobi,ewok,female,0.95,21.3,white,brown,brown,unknown,coruscant,,A Ewok Female from Coruscant.,,Non-Human
496,baze koon,human,female,1.87,57.0,blond,blue,fair,50.1BBY,mon cala,144.4,A Human Female from Mon Cala.,50.1,Human
497,dax light,mon calamari,female,1.82,88.5,,orange,brown,171.6BBY,bothawui,200.1,A Mon Calamari Female from Bothawui.,171.6,Non-Human
498,padm dameron,human,female,1.75,52.5,grey,hazel,fair,128.6BBY,rodia,,A Human Female from Rodia.,128.6,Human
499,cody erso,ewok,male,0.8,25.3,white,brown,brown,252.4BBY,coruscant,341.5,A Ewok Male from Coruscant.,252.4,Non-Human
500,poe talon,twi'lek,male,1.66,50.4,,brown,yellow,179.0BBY,naboo,213.2,A Twi'lek Male from Naboo.,179.0,Non-Human
501,rey koon,ewok,female,0.94,10.0,white,black,pink,468.8BBY,coruscant,527.5,A Ewok Female from Coruscant.,468.8,Non-Human
503,echo dameron,gungan,female,1.86,81.4,,yellow,orange,313.0ABY,bothawui,411.8,A Gungan Female from Bothawui.,-313.0,Non-Human
504,dax light,twi'lek,male,1.84,67.5,,yellow,yellow,32.4BBY,rodia,,A Twi'lek Male from Rodia.,32.4,Non-Human
505,mika organa,rodian,female,1.57,37.3,,black,blue-green,275.7ABY,endor,,A Rodian Female from Endor.,-275.7,Non-Human
506,cass windu,mon calamari,male,1.83,86.1,,orange,salmon,445.0BBY,jakku,,A Mon Calamari Male from Jakku.,445.0,Non-Human
507,shaak ti,jawa,female,0.88,32.9,,yellow,brown,135.6BBY,sullust,,A Jawa Female from Sullust.,135.6,Non-Human
508,jyn moon,twi'lek,male,1.63,51.5,,blue,yellow,309.2BBY,sullust,,A Twi'lek Male from Sullust.,309.2,Non-Human
509,rex walker,human,female,1.68,56.8,black,green,dark,251.8BBY,hoth,,A Human Female from Hoth.,251.8,Human
510,mace fisto,human,female,1.81,73.5,,hazel,pale,114.8BBY,rodia,,A Human Female from Rodia.,114.8,Human
511,cody cloud,human,male,1.73,64.3,grey,hazel,light,438.1BBY,kashyyyk,537.1,A Human Male from Kashyyyk.,438.1,Human
512,dax storm,rodian,female,,76.9,,black,blue-green,254.4BBY,kashyyyk,,A Rodian Female from Kashyyyk.,254.4,Non-Human
513,rex born,twi'lek,female,1.59,52.7,,blue,green,471.3BBY,sullust,,A Twi'lek Female from Sullust.,471.3,Non-Human
514,zen vader,gungan,male,,67.7,,yellow,brown,371.6BBY,takodana,398.6,A Gungan Male from Takodana.,371.6,Non-Human
515,shaak ginn,hutt,hermaphrodite,3.27,1070.1,,yellow,tan,212.4BBY,bothawui,306.8,A Hutt Hermaphrodite from Bothawui.,212.4,Non-Human
516,k-2 erso,human,male,1.69,77.7,blond,grey,tan,210.9BBY,mon cala,,A Human Male from Mon Cala.,210.9,Human
517,mace fett,mon calamari,female,1.74,77.5,,orange,salmon,422.5BBY,naboo,487.9,A Mon Calamari Female from Naboo.,422.5,Non-Human
518,fiv mothma,twi'lek,female,1.76,64.9,,brown,yellow,246.5BBY,naboo,,A Twi'lek Female from Naboo.,246.5,Non-Human
519,qui sun,hutt,hermaphrodite,2.84,1364.5,,orange,brown,161.4ABY,geonosis,,A Hutt Hermaphrodite from Geonosis.,-161.4,Non-Human
520,jax andor,human,male,1.71,63.6,blond,hazel,fair,336.9BBY,naboo,,A Human Male from Naboo.,336.9,Human
521,echo organa,jawa,female,0.95,30.6,,orange,unknown,unknown,exegol,,A Jawa Female from Exegol.,,Non-Human
522,padm born,zabrak,female,,61.2,black,yellow,tan,294.9BBY,dagobah,,A Zabrak Female from Dagobah.,294.9,Non-Human
523,cody ti,human,male,1.86,78.1,brown,brown,fair,245.5BBY,bespin,,A Human Male from Bespin.,245.5,Human
524,finn wind,wookiee,female,2.2,,white,brown,brown,198.3ABY,rodia,225.5,A Wookiee Female from Rodia.,-198.3,Non-Human
525,voolv dark,zabrak,female,1.69,78.1,black,yellow,pale,unknown,geonosis,,A Zabrak Female from Geonosis.,,Non-Human
526,kit rex,human,male,1.88,76.5,brown,blue,light,391.0BBY,geonosis,,A Human Male from Geonosis.,391.0,Human
528,kira kenobi,rodian,female,1.47,,,black,blue-green,450.2BBY,sullust,,A Rodian Female from Sullust.,450.2,Non-Human
529,cody vader,jawa,male,0.91,81.0,,yellow,unknown,438.3BBY,bespin,499.3,A Jawa Male from Bespin.,438.3,Non-Human
530,kira andor,rodian,male,1.47,65.6,,black,green,198.7ABY,exegol,277.7,A Rodian Male from Exegol.,-198.7,Non-Human
531,jax vader,human,male,1.7,59.0,grey,hazel,light,268.2BBY,hoth,,A Human Male from Hoth.,268.2,Human
532,voolv organa,human,male,1.6,50.5,,grey,light,458.4BBY,naboo,505.5,A Human Male from Naboo.,458.4,Human
533,kit moon,hutt,hermaphrodite,3.54,1018.0,,yellow,brown,187.9BBY,exegol,,A Hutt Hermaphrodite from Exegol.,187.9,Non-Human
534,saw sun,gungan,female,1.85,81.7,,yellow,orange,432.5BBY,crait,499.6,A Gungan Female from Crait.,432.5,Non-Human
535,dax dameron,rodian,female,1.69,61.4,,black,green,90.9ABY,mon cala,,A Rodian Female from Mon Cala.,-90.9,Non-Human
536,voolv sun,human,male,1.8,52.6,grey,grey,light,399.9ABY,hoth,431.5,A Human Male from Hoth.,-399.9,Human
537,plo rex,zabrak,male,1.66,81.5,,red,red,21.8BBY,kamino,,A Zabrak Male from Kamino.,21.8,Non-Human
538,padm mothma,ewok,male,1.11,28.3,grey,black,brown,257.1ABY,endor,321.0,A Ewok Male from Endor.,-257.1,Non-Human
539,voolv erso,hutt,hermaphrodite,3.02,1040.1,,yellow,green,unknown,mon cala,,A Hutt Hermaphrodite from Mon Cala.,,Non-Human
540,mace solo,wookiee,male,,154.5,black,blue,brown,396.6BBY,jakku,,A Wookiee Male from Jakku.,396.6,Non-Human
541,cass tano,human,female,1.92,81.5,blond,brown,fair,257.4ABY,kashyyyk,322.2,A Human Female from Kashyyyk.,-257.4,Human
542,elow walker,gungan,female,1.94,59.5,,yellow,brown,359.9ABY,hoth,387.5,A Gungan Female from Hoth.,-359.9,Non-Human
543,dax cody,jawa,male,0.96,22.7,,yellow,unknown,153.1BBY,naboo,206.3,A Jawa Male from Naboo.,153.1,Non-Human
544,baze tano,wookiee,female,2.08,105.7,grey,blue,dark,unknown,hoth,,A Wookiee Female from Hoth.,,Non-Human
545,bail talon,human,female,1.62,,blond,brown,pale,50.5BBY,kamino,144.9,A Human Female from Kamino.,50.5,Human
546,mace storm,zabrak,male,1.81,83.6,black,brown,pale,110.5ABY,bespin,204.9,A Zabrak Male from Bespin.,-110.5,Non-Human
547,ahs fisto,hutt,hermaphrodite,2.9,833.9,,orange,tan,62.2BBY,bothawui,159.0,A Hutt Hermaphrodite from Bothawui.,62.2,Non-Human
548,luma kenobi,rodian,male,1.43,68.2,,black,blue-green,380.8BBY,naboo,465.1,A Rodian Male from Naboo.,380.8,Non-Human
549,cody walker,human,female,1.84,82.0,blond,grey,dark,449.2ABY,sullust,483.1,A Human Female from Sullust.,-449.2,Human
550,luma fisto,human,female,1.66,71.1,brown,grey,pale,unknown,rodia,,A Human Female from Rodia.,,Human
551,jyn fisto,hutt,hermaphrodite,4.27,971.5,,yellow,green,437.4BBY,bothawui,498.6,A Hutt Hermaphrodite from Bothawui.,437.4,Non-Human
552,mace mothma,hutt,hermaphrodite,,,,yellow,green,140.8BBY,kamino,207.2,A Hutt Hermaphrodite from Kamino.,140.8,Non-Human
553,mika born,mon calamari,female,1.84,74.8,,yellow,salmon,96.5BBY,alderaan,180.7,A Mon Calamari Female from Alderaan.,96.5,Non-Human
554,yora mothma,human,male,1.67,70.9,auburn,green,pale,unknown,alderaan,220.8,A Human Male from Alderaan.,,Human
555,sora windu,human,female,1.49,73.6,,hazel,light,92.6BBY,mon cala,167.3,A Human Female from Mon Cala.,92.6,Human
